id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_GSP29_vytrkt1u	Tarkatāṇḍava: Pariccheda 1	Vyāsatīrtha (Vyāsarāja)	Vyāsatīrtha (mūla); Rāghavendratīrtha (Nyāyadīpa commentary)	conflated	True	gretil-header | web:https://link.springer.com/article/10.1007/s10781-020-09453-y	Same conflation as Pariccheda 3: mūla Vyāsatīrtha + Nyāyadīpa commentary Rāghavendratīrtha; commentator added, conflation flagged.
SA_GSP29_vytrkt2u	Tarkatāṇḍava: Pariccheda 2	Vyāsatīrtha (Vyāsarāja)	Vyāsatīrtha (mūla); Rāghavendratīrtha (Nyāyadīpa ṭīkā)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Root Mādhva-Nyāya polemic by Vyāsatīrtha (c.1460-1539); this file bundles Rāghavendratīrtha's (17th c.) Nyāyadīpa ṭīkā. current_author records only the root author — commentary author distinct.
SA_MB_mantrakaumudiiHK	Mantrakaumudī	Devanātha Ṭhakkura (Tarkapañcānana)	Devanātha Ṭhakkura Tarkapañcānana	secure	False	web:https://archive.org/details/tantrakaumudiofdevanththakured.ramanathjhamithilainstitutedarbhanga_202003_901_k; web:https://www.wisdomlib.org/definition/devanatha	Single author secure for this Mithila edition; title also given as Tantrakaumudī. Distinct same-title work by Sadānandanātha exists but is not conflated here.
SA_GK19_padyavlu	Padyāvalī	Rūpa Gosvāmī	Rūpa Gosvāmī (compiler); verses by many poets (Jayadeva, Bilvamaṅgala, et al.)	conflated	True	gretil-header; secondary:cleaned_skt-en-mono.txt	Anthology (saṃgraha) of Vaiṣṇava verses curated by Rūpa Gosvāmī (16th c.); the individual padyas are by dozens of distinct poets. Rūpa's role is compiler/editor, not sole author.
SA_GK16_ujjvni_u	Ujjvalanīlamaṇi	Rūpa Gosvāmī (Rūpa Gosvāmin)	Rūpa Gosvāmī	secure	False	gretil-header; secondary:cleaned_skt-en-mono.txt	Single secure author. Named commentaries by Jīva and Viśvanātha exist in tradition but are absent from this root-only file; no conflation in the e-text.
SA_GK19_ruphamdu	Haṃsadūta	Rūpa Gosvāmī	Rūpa Gosvāmī	secure	False	gretil-header; web:https://archive.org	Gauḍīya messenger-poem by Rūpa Gosvāmī (16th c.). Title shared with other dūtakāvyas but this is the Rūpa text; single secure author.
SA_MB_cinmantramaliniHK	Cinmantramālinī	Prakāśānanda (likely the 16th-c. author; identity uncertain for this title)	Prakāśānanda (ascription uncertain)	uncertain	False	tradition; web:https://muktabodha.org/digital-library/	Obscure tantric mantra-text. Ascription to a Prakāśānanda is unverified and the author's identity (which of several Prakāśānandas) is undetermined; retained as low-confidence traditional ascription, not secure.
SA_GR14_ruphbr_u	Haribhaktirasāmṛtasindhu	Rūpa Gosvāmī	Rūpa Gosvāmin	secure	False	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt; secondary:cleaned_Kvinnliga gestalter_Chakra, 1, 2004.txt	16th-c. Gauḍīya foundational rasa-śāstra/bhakti work; author secure, no attribution dispute.
SA_GR14_hbhvil_u	Haribhaktivilāsa 1–11	Gopāla Bhaṭṭa Gosvāmī (largely composed/redacted by Sanātana Gosvāmī)	Gopāla Bhaṭṭa Gosvāmin (named compiler); Sanātana Gosvāmin (traditional/actual composer-redactor)	disputed	True	gretil-header; secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt; web:https://brill.com/edcollchap-oa/book/9789004537651/BP000001.xml	Multi-role: Gopāla Bhaṭṭa = named compiler in colophons; Sanātana = traditional actual composer/redactor and author of the Digdarśinī ṭīkā. Disputed (Bhaktiratnākara, Bhaktisiddhānta Sarasvatī, Purīdāsa give differing accounts); often called joint work.
SA_MB_saaktaanandataramginiiHK	Śāktānandataraṅgiṇī	Brahmānandagiri (Brahmānanda Giri)	Brahmānanda Giri	secure	False	secondary:cleaned_Encyclopaedia of Tantra. Vol 4_Sadhu Santidev 1999.txt; secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt; tradition	16th-c. Śākta nibandha by Brahmānanda Giri (Brahmānandagiri); attribution undisputed.
SA_MB_tararahasyaHK	Tārārahasya	Brahmānanda (Brahmānandagiri)	Brahmānanda Giri	secure	False	secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt; secondary:cleaned_Bhattacharyya_Indian Buddhist Iconography.txt; tradition	Tārā-worship manual; securely by Brahmānanda Giri (16th c.), cited as 'TR' in tantric nibandha literature.
SA_MB_vaarunapaddhatiHK	Vāruṇapaddhati	Varuṇaśivācārya	Varuṇaśivācārya (paddhati); Nigamajñānadeva (ṭīkā)	secure	True	web:https://muktabodha.org/new-e-texts-of-saiva-siddhanta-manuscripts-in-the-muktabodha-digital-library/	Śaivasiddhānta ritual paddhati. Root paddhati by Varuṇaśivācārya; an accompanying ṭīkā ascribed to Nigamajñānadeva — distinct author/role, hence conflation flag.
SA_GR14_muktacau	Muktācarita	Raghunāthadāsa Gosvāmī	Raghunāthadāsa Gosvāmin	secure	False	gretil-header; secondary:cleaned_Tantra in Practice_David Gordon White, ed, 2000_a.txt; tradition	Short Gauḍīya allegorical kāvya (the 'pearl' narrative); securely by Raghunāthadāsa Gosvāmin (16th–17th c.). GRETIL etext is mūla only.
SA_GR14_caitcanu	Caitanyacandrāmṛta	Prabodhānanda Sarasvatī	Prabodhānanda Sarasvatī	secure	False	gretil-header | web:https://vaniquotes.org/wiki/Prabodhananda_Sarasvati_wrote_a_number_of_books	Compilation of 12 śatakas of verses by a single author. Note: identity-debate (= Prakāśānanda Sarasvatī?) is biographical, not an authorship dispute over the text; attribution to Prabodhānanda is secure.
SA_MB_saivaparibhasaHK	Śaivasiddhāntaparibhāṣā	Śivāgrayogin (Śivāgra Yogin)	Śivāgrayogin	secure	False	secondary:reference-literature/cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	16th-c. Śaiva Siddhānta digest, single author Śivāgrayogin.
SA_GR14_laghbh_u	Laghubhāgavatāmṛta	Rūpa Gosvāmī	Rūpa Gosvāmī	secure	False	gretil-header	Root text only in this e-text; later commentaries (e.g. Baladeva Vidyābhūṣaṇa) are not included, so no conflation.
SA_MB_Sritattvacintamani_1-5_HK	Tattvacintāmaṇi (Śrītattvacintāmaṇi), chapters 1-5	Pūrṇānanda (Paramahaṃsa Pūrṇānanda of Bengal)	Pūrṇānanda	secure	False	secondary:reference-literature/cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Beware homonymy: NOT Gaṅgeśa's Nyāya Tattvacintāmaṇi. The edition's commentary (Cintāmaṇi Bhaṭṭācārya) is a separate modern hand but not part of the root e-text scope.
SA_MB_aasaucadiipikaaHK	Āśaucadīpikā	Vedajñāna (II) / Nigamajñānaguru of Cidambaram	Vedajñāna II (Nigamajñāna II) of Cidambaram	traditional	False	web:https://searchworks.stanford.edu/view/7883115 | web:http://www.ifpindia.org/content/towards-history-saivasiddhanta	Vedajñāna II = Nigamajñāna II (same person). No critical edition; attribution rests on Śaivasiddhānta tradition and IFP MS scholarship; confidence medium pending direct colophon.
SA_GK19_gp01-11u	Gopālacampū: Pūrvacampū, 1-11	Jīva Gosvāmin	Jīva Gosvāmin	secure	False	gretil-header	Pūrvacampū pūraṇas 1-11, single author Jīva Gosvāmin; no commentary conflation in this e-text.
SA_GK19_gp23-33u	Gopālacampū: Pūrvacampū, 23-33	Jīva Gosvāmin	Jīva Gosvāmin	secure	False	gretil-header	Pūrvacampū, cantos 23-33; single-author campū-kāvya, no commentary bundled in this e-text.
SA_GSP33_madhsiddhb_u	Siddhāntabindu	Madhusūdana Sarasvatī	Madhusūdana Sarasvatī	secure	False	gretil-header	Bindu is itself a ṭīkā on Śaṅkara's Daśaślokī, but the GRETIL file is the Madhusūdana bindu-text alone; not conflated in this edition. Distinct sub-commentators (Brahmānanda, Nārāyaṇa Tīrtha) belong to separate works.
SA_GK19_gp12-22u	Gopālacampū: Pūrvacampū, 12-22	Jīva Gosvāmin	Jīva Gosvāmin	secure	False	gretil-header	Pūrvacampū, cantos 12-22; single-author, no bundled commentary.
SA_MB_sivaarcanacandrikaaHK	Śivārcanacandrikā	Appayya Dīkṣita	Appayya Dīkṣita	secure	False	web:https://www.wisdomlib.org/hinduism/essay/hindu-pluralism/d/doc1084971.html	Śaiva pūjā/ritual paddhati by the 16th c. polymath Appayya Dīkṣita; secure, no dispute.
SA_GK16_rnatc__u	Nāṭakacandrikā	Rūpa Gosvāmī	Rūpa Gosvāmin	secure	False	gretil-header	Dramaturgical treatise by the Gauḍīya theorist Rūpa Gosvāmin; colophon attribution unambiguous.
SA_GK19_appvairu	Vairāgyaśataka	Appayya Dīkṣita	Appayya Dīkṣita	secure	False	gretil-header	Title is shared with Bhartṛhari's celebrated Vairāgyaśataka, but this is Appayya Dīkṣita's own distinct devotional/vairāgya stotra; attribution to Appayya is explicit in the edition's colophon. No conflation.
SA_MB_yoginiitantramHK	Yoginītantra	anonymous/traditional	anonymous (Śiva–Pārvatī dialogue; no human author named)	anonymous	False	web:https://en.wikipedia.org/wiki/Yogini_Tantra	Anonymous Śākta scripture of Kāmarūpa (Assam); traditionally framed as Śiva's teaching, no historical author. Dated ~16th/17th c. Distinct from Buddhist yoginītantra class.
SA_GR14_ss5_bhku	Ṣaṭsandarbha: 5. Bhaktisandarbha	Jīva Gosvāmī	Jīva Gosvāmī (author/expander), based on preliminary notes of Gopāla Bhaṭṭa Gosvāmī	secure	True	gretil-header | secondary:cleaned_Freschi and Maas_Adaptive Reuse_Aspects of Creativity in South Asian Cultural History.txt | web:https://en.wikipedia.org/wiki/Sat_Sandarbhas	Securely Jīva's work but rests on Gopāla Bhaṭṭa Gosvāmī's antecedent notes (Jīva states this himself); two roles -> conflation_flag true (Gopāla Bhaṭṭa source/compiler, Jīva author-redactor).
SA_GR14_ss6_priu	Ṣaṭsandarbha: 6. Prītisandarbha	Jīva Gosvāmī	Jīva Gosvāmī (author/expander), based on preliminary notes of Gopāla Bhaṭṭa Gosvāmī	secure	True	gretil-header | secondary:cleaned_Freschi and Maas_Adaptive Reuse_Aspects of Creativity in South Asian Cultural History.txt | web:https://en.wikipedia.org/wiki/Sat_Sandarbhas	Final/sixth Sandarbha. Jīva is author-redactor; built on Gopāla Bhaṭṭa Gosvāmī's antecedent notes. Two roles -> conflation_flag true.
SA_GR14_jivrkadu	Rādhākṛṣṇārcanadīpikā	Jīva Gosvāmī	Jīva Gosvāmī	secure	False	gretil-header	Independent ritual manual self-attributed by Jīva in the colophon; not part of the Sandarbha/Gopāla Bhaṭṭa complex, so no conflation. The accompanying Brahmasaṃhitā-ṭīkā is also Jīva's.
SA_MB_saktisa.mgamatantra_kalikhandaHK	Śaktisaṃgamatantra, Kālīkhaṇḍa	anonymous/traditional	anonymous (Śākta compendium; Kālīkhaṇḍa is khaṇḍa 1 of 4)	anonymous	False	web:https://www.wisdomlib.org/definition/shaktisangamatantra | secondary:cleaned_History of the Tantric Religion_N. N. Bhattacharyya 2006.txt	Anonymous revealed Śākta tantra; Kālīkhaṇḍa is one (the first) of four khaṇḍas of a large composite compendium (likely late, c. 16th–18th c.). No named author. Composite of khaṇḍas but all anonymous, so no author-conflation flagged.
SA_GK19_anvallcu	Vallālacarita	Ānandabhaṭṭa	Ānanda Bhaṭṭa (Ānandabhaṭṭa)	secure	False	secondary:cleaned_skt-en-mono.txt | gretil-header | tradition	Single author Ānanda Bhaṭṭa (c. 1510 CE). Note: value as a historical source on the 12th-c. Sena king Vallālasena is debated, but the attribution to Ānandabhaṭṭa is secure; not pseudepigraphic.
SA_MB_saktisamgama_tantra_tarakhandaHK	Śaktisaṃgamatantra: Tārākhaṇḍa	anonymous/traditional	anonymous	anonymous	False	secondary:cleaned_History of the Tantric Religion An Historical, Ritualistic, and Philosophical Study_N. N. Bhattacharyya 2006.txt	Anonymous Tantric digest, 16th-17th c.; Tārākhaṇḍa = book 2 of 4. No author named; remains anonymous/traditional.
SA_GS40_bhavpr_u	Bhāvaprakāśa	Bhāvamiśra	Bhāvamiśra	secure	False	gretil-header	Standard Ayurvedic nighaṇṭu/compendium securely by Bhāvamiśra, 16th c. Not to be confused with Śāradātanaya's Bhāvaprakāśana.
SA_MB_satcakranirnayaHK	Ṣaṭcakranirṇaya (Ṣaṭcakranirūpaṇa)	Pūrṇānanda (if identified with the Ṣaṭcakranirūpaṇa)	Pūrṇānanda	secure	False	web:https://www.wisdomlib.org/hinduism/book/shat-cakra-nirupana-english/d/doc1144813.html	Resolves the conditional in current_author: securely by Pūrṇānanda; the Ṣaṭcakranirūpaṇa = ch. 6 of his Śrītattvacintāmaṇi (16th c.).
SA_GS40_yrasprpu	Rasaprakāśasudhākara	Yaśodhara (Yaśodhara Bhaṭṭa)	Yaśodhara	secure	False	gretil-header	Securely Yaśodhara (Bhaṭṭa); rasaśāstra work on mercury/metals.
SA_MB_KulavrttiHK	Kulavṛtti	Pūrṇānanda (Pūrṇānanda(giri))	Pūrṇānanda(giri) (vṛtti); anonymous (root Kulacūḍāmaṇitantra)	conflated	True	secondary:cleaned_Origins of Yoga and Tantra. Indic Religions to the Thirteenth Century_Geoffrey Samuel, 2008 (2010).txt	Root vs commentary distinction: Kulacūḍāmaṇitantra (anonymous, 9th-11th c.) carries the Kulavṛtti commentary by Pūrṇānanda(giri). current_author names only the commentator; flagged conflation for the two layers.
SA_MB_diiksaadarsaHK	Dīkṣādarśa	Vedajñāna (II) / Nigamajñānaguru of Cidambaram	Vedajñānaguru II	secure	False	secondary:cleaned_Sanderson_The Śaiva Age.txt	Śaivasiddhānta dīkṣā manual; securely by Vedajñānaguru II, latter half 16th c. (Sanderson).
SA_GSD36_mvir_sau	Vīramitrodaya: Samayaprakāśa	Mitramiśra (Mitra Miśra)	Mitramiśra	secure	False	gretil-header; secondary:cleaned_History of the Tantric Religion_N. N. Bhattacharyya 2006.txt; secondary:cleaned_Education In Ancient India_Scharfe 2002.txt	Colophon names Mitramiśra; Vīramitrodaya is a large dharmanibandha, Samayaprakāśa = the kāṇḍa on calendrical/ritual time. Single author, secure.
SA_MB_yogasarasamgrahaHK	Yogasārasaṃgraha	Vijñānabhikṣu	Vijñānabhikṣu	secure	False	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt; web: edition Ganganatha Jha 1894	A short prose epitome of Yoga doctrine by Vijñānabhikṣu; secure single authorship.
SA_MB_saivasiddhantaparibhasamanjariHK	Śaivasiddhāntaparibhāṣāmañjarī	Vedajñāna (II) / Nigamajñānaguru of Cidambaram	Vedajñānaguru II (Nigamajñāna II)	secure	False	secondary:cleaned_Sanderson_The Śaiva Age.txt; secondary:cleaned_Ritual and Speculation in Early Tantrism_Goudriaan 1992.txt; web: edition Bruno Dagens 1979	Proper title is Śaivāgama-paribhāṣāmañjarī (workitem 'Śaivasiddhānta-' is a variant). Author = Vedajñānaguru II / Nigamajñāna II of Cidambaram, 16th c. Secure.
SA_GR14_ss1_tatu	Ṣaṭsandarbha: 1. Tattvasandarbha	Jīva Gosvāmī	Jīva Gosvāmī (redactor/author); based on Gopāla Bhaṭṭa's original notes	conflated	True	gretil-header; web:https://en.wikipedia.org/wiki/Sat_Sandarbhas; secondary:cleaned_Freschi and Maas_Adaptive Reuse.txt; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Conflation of roles: original notes/draft by Gopāla Bhaṭṭa Gosvāmī, rewritten and expanded into the systematic Sandarbha by Jīva Gosvāmī (who is the substantive author). Edited text also bundles Baladeva's Ṭippanī (commentator), a distinct hand.
SA_GR14_ss4_krsu	Ṣaṭsandarbha: 4. Kṛṣṇasandarbha	Jīva Gosvāmī	Jīva Gosvāmī (redactor/author); based on Gopāla Bhaṭṭa's original notes	conflated	True	web:https://en.wikipedia.org/wiki/Sat_Sandarbhas; secondary:cleaned_Freschi and Maas_Adaptive Reuse.txt; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Same conflation pattern as Tattvasandarbha: Gopāla Bhaṭṭa's foundational notes vs Jīva Gosvāmī's authorial redaction/composition. Jīva is the substantive author of this volume.
SA_MB_Sritattvacintamanii_16-End_HK	Tattvacintāmaṇi (Śrītattvacintāmaṇi), chapters 16 to end	Pūrṇānanda (Paramahaṃsa Pūrṇānanda of Bengal)	Pūrṇānanda	secure	False	web:https://www.wisdomlib.org/concept/swami-purnananda; web: Banglapedia Tantra; edition Bhuvanmohan Sāṅkhyatīrtha 1936-37	Distinct from Gaṅgeśa's Nyāya Tattvacintāmaṇi (title collision, not same work). Root text by Pūrṇānanda; the edition's commentary (Cintāmaṇi Bhaṭṭācārya) is a separate hand but not part of this workitem's chapters 16-end scope. Secure for the root text.
SA_MB_tantrarajatantraHK	Tantrarājatantra	anonymous/traditional	anonymous (revealed Āgama; Manoramā commentary by Subhagānandanātha)	anonymous	False	web:https://www.wisdomlib.org/definition/tantraraja	Root tantra anonymous (traditionally a divinely-revealed Āgama); named human author belongs to the Manoramā commentary, not the work item (root text).
SA_GR14_ss2_bhgu	Ṣaṭsandarbha: 2. Bhāgavatasandarbha	Jīva Gosvāmī	Jīva Gosvāmī (author/redactor of final form, based on preliminary notes of Gopāla Bhaṭṭa)	conflated	True	secondary:cleaned_Freschi and Maas_Adaptive Reuse_Aspects of Creativity in South Asian Cultural History.txt	Single title conflates two persons: Gopāla Bhaṭṭa (original/preliminary compilation) and Jīva Gosvāmī (final author-redactor). Jīva is the dominant author but the work explicitly builds on Gopāla Bhaṭṭa's material.
SA_GR14_ss3_paru	Ṣaṭsandarbha: 3. Paramātmasandarbha	Jīva Gosvāmī	Jīva Gosvāmī (author/redactor of final form, based on preliminary notes of Gopāla Bhaṭṭa)	conflated	True	secondary:cleaned_Freschi and Maas_Adaptive Reuse_Aspects of Creativity in South Asian Cultural History.txt	Conflation as for part 2: Gopāla Bhaṭṭa (preliminary compilation) + Jīva Gosvāmī (final author-redactor). A commentarial tradition (Gopālatoṣaṇī etc.) is later and not part of this work item.
SA_MB_Sritattvacintamani_11-15_HK	Tattvacintāmaṇi (Śrītattvacintāmaṇi), chapters 11-15	Pūrṇānanda (Paramahaṃsa Pūrṇānanda of Bengal)	Pūrṇānanda (Paramahaṃsa Pūrṇānanda of Bengal)	secure	False	web:https://www.wisdomlib.org/definition/tattvacintamani	Secure. The editor's modern commentary/notes (Cintāmaṇi Bhaṭṭācārya, Bhuvanmohan Sāṅkhyatīrtha) are editorial apparatus, not co-authorship of the root text. Not the homonymous Nyāya work by Gaṅgeśa.
SA_GSP31_vijsamsu	Sāṅkhyasāra	Vijñānabhikṣu	Vijñānabhikṣu	secure	False	gretil-header	Secure single authorship; colophon repeatedly names Vijñānabhikṣu. Two-part structure (pūrva-/uttara-bhāga) is internal, not multi-author.
SA_GK19_gu05-06u	Gopālacampū: Uttaracampū, 5-6	Jīva Gosvāmin	Jīva Gosvāmin	secure	False	gretil-header	Secure. Single-author campū kāvya by Jīva Gosvāmin (same author as the Sandarbhas, but here without the Gopāla Bhaṭṭa preliminary-notes layer, so no conflation).
SA_GK19_gu01-03u	Gopālacampū: Uttaracampū, 1-3	Jīva Gosvāmin	Jīva Gosvāmin	secure	False	gretil-header; secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	16th-c. Gauḍīya. Single-author prose-verse campū; no commentary layer in this file.
SA_GK19_gu29___u	Gopālacampū: Uttaracampū, 29	Jīva Gosvāmin	Jīva Gosvāmin	secure	False	gretil-header	Chapter 29 (bhāvi-kathā-pramāṇa-prathanam) of Jīva's Uttaracampū; single author.
SA_GK19_jivskd_u	Saṅkalpakalpadruma	Jīva Gosvāmin	Jīva Gosvāmin	uncertain	False	gretil-header; web:https://archive.org/details/sankalpa_kalpadruma; web:http://jagadanandadas.blogspot.com/2016/12/jiva-goswamis-final-word-sankalpa-kalpa.html	Title is shared by two distinct Gauḍīya authors (Jīva Gosvāmin and Viśvanātha Cakravartī); not a single conflated work but a homonym. This file follows the Jīva attribution; alternate Viśvanātha attribution noted.
SA_GSP29_antarkpu	Tarkasaṃgraha	Annambhaṭṭa	Annambhaṭṭa	secure	False	gretil-header; secondary:cleaned_Philosophy in Classical India. The Proper Work of Reason_Jonardon Ganeri, 2001.txt	Root text only in this file; ca. 17th c. Nyāya-Vaiśeṣika primer. No commentary conflated here.
SA_GSP29_antsdi_u	Tarkasaṃgraha	Annambhaṭṭa	Annambhaṭṭa (mūla + Dīpikā); Nīlakaṇṭha (Dīpikāprakāśikā); N.S. Rāmānuja Tātācārya (Bālapriyā); Kṛṣṇa Tātācārya (Prasāraṇā)	conflated	True	gretil-header; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	current_author 'Annambhaṭṭa' undercounts: this file conflates mūla + auto-Dīpikā (Annambhaṭṭa) with three later sub-commentaries by Nīlakaṇṭha, N.S. Rāmānuja Tātācārya, and Kṛṣṇa Tātācārya.
SA_MB_LingadhaaranachandrikaHK	Liṅgadhāraṇacandrikā	Nandikeśvara	Nandikeśvara	traditional	False	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt; web:https://www.indica.today/reviews/a-handbook-of-virashaivism-by-dr-sc-nandimath/	Traditional Vīraśaiva ascription to Nandikeśvara (NB: this is the Vīraśaiva author, distinct from the legendary Nandikeśvara of nāṭyaśāstra/grammar). No source_edition; no colophon inspected (Muktabodha portal, not a plain e-text).
SA_MB_pauskarvrttiHK	Jñānaprakāśācārya: Pauṣkaravṛtti	Jñānaprakāśa (Jñānaprakāśācārya of Śālivāṭi, Jaffna)	Jñānaprakāśa of Śālivāṭi (Jaffna)	secure	False	web:https://ochs.org.uk/lecture/paukargama-the-aivasiddhnta-doctrinal-base-in-its-later-developments-two-commentators-umpati-and-jnnapraka-of-livi-jaffna/	vṛtti is by Jñānaprakāśa; the commented Pauṣkarāgama scripture itself is anonymous/revealed and not counted here since the item is the commentary. Crit. ed. Ganesan (IFP).
SA_GK19_ghatgu_u	Gūḍhārthadīpikā	Kuśalamiśra (attribution per project hint; uncertain)	Kuśalamiśra (Gūḍhārthadīpikā commentary); Kālidāsa traditionally (Ghaṭakharparakāvya, base)	conflated	True	gretil-header	Confirms Kuśalamiśra as commentary author (resolves 'uncertain' hint). Distinct base kāvya traditionally ascribed to Kālidāsa; scribe Rājānāndarāma named in colophon.
SA_MB_sivaagamaadimaahaatmyamHK	Jñānaprakāśa (Śālivāṭipuranivāsi): Śivāgamādimāhātmya	Jñānaprakāśa (of Śālivāṭipura)	Jñānaprakāśa of Śālivāṭi (Jaffna)	secure	False	web:https://www.academia.edu/40134851/	Same Jñānaprakāśa of Śālivāṭi as the Pauṣkaravṛtti; work is a māhātmya-saṃgraha (compilation).
SA_GSP31_tsc_bhau	Tattvayāthārthyadīpana	Bhāvāgaṇeśa Dīkṣita (Gaṇeśa Dīkṣita)	Bhāvāgaṇeśa Dīkṣita (commentary); Tattvasamāsa pseudo-ascribed to Kapila (base)	conflated	True	secondary:cleaned_YOGA, Immortality & Freedom_Mircea Eliade	Commentary securely Bhāvāgaṇeśa; the commented Tattvasamāsa is pseudo-Kapila (anonymous, late). Flagged conflation of root text (pseudepigraphic) + vṛtti.
SA_GK21_karaka	Kathāratnākara	Hemavijaya (Hemavijayagaṇi)	Hemavijayagaṇi	secure	False	secondary:cleaned_Geschichte der altindischen Literatur_Klaus Mylius_2003	Single secure author Hemavijayagaṇi, Śvetāmbara Jain, c. 1600.
SA_MB_brhattantrasaaraHK	Kṛṣṇānanda Āgamavāgīśa: Bṛhattantrasāra	Kṛṣṇānanda Āgamavāgīśa Bhaṭṭācārya	Kṛṣṇānanda Āgamavāgīśa (Bhaṭṭācārya)	secure	False	secondary:cleaned_Ritual and Speculation in Early Tantrism_Goudriaan	Single secure author/compiler Kṛṣṇānanda Āgamavāgīśa, Bengal, 17th c.; work is a tantric digest (sāra).
SA_GR14_dhyrkk_u	Rādhākṛṣṇāṣṭakālīyalīlāsmaraṇakramapaddhati	Dhyānacandra Gosvāmī	Dhyānacandra Gosvāmī	secure	False	gretil-header	Colophon self-ascription confirms single author; part of his Gaura-Govindārcana-smaraṇa-paddhati.
SA_MB_ParaatrisikaavivrttiHK	Rājānaka Lakṣmīrāma: Parātriśikāvivṛti	Rājānaka Lakṣmīrāma (Lakṣmīrāma)	Rājānaka Lakṣmīrāma (vivṛti); Abhinavagupta (laghuvṛtti); anonymous root Parātriśikā (Rudrayāmala)	conflated	True	web:https://search.worldcat.org/oclc/459362461	current_author credits only Lakṣmīrāma; the published unit conflates the anonymous root verses, Abhinavagupta's Laghuvṛtti, and Lakṣmīrāma's vivṛti (sub-commentary on Abhinavagupta).
SA_T02_n3011u	Laghukaumudīvyākaraṇa	Varadarāja	Varadarāja	secure	False	web:https://en.wikipedia.org/wiki/Siddhantakaumudi	Work = Varadarāja's abridgement; underlying Pāṇinian material/source work is Bhaṭṭoji Dīkṣita's Siddhāntakaumudī. Listed Bhaṭṭoji as source-author but not a conflation (abridgement is Varadarāja's distinct work).
SA_GSP29_nyapra	Nyāyaprakāśa (Mīmāṃsānyāyaprakāśa / Āpadevī)	Āpadeva (most likely)	Āpadeva	secure	False	secondary:cleaned_Understanding Mantras_Harvey P. Alper, 1989.txt	Single author Āpadeva, ca. early 17th c.; the bare title 'Nyāyaprakāśa' is ambiguous (a distinct Dvaita Nyāyaprakāśa exists), but this is the Bhāṭṭa-Mīmāṃsā Āpadevī. Attribution firm, not merely 'most likely'.
SA_GS24_varlghku	Laghusiddhāntakaumudī [Laghukaumudī]	Varadarāja	Varadarāja	secure	False	web:https://en.wikipedia.org/wiki/Varadar%C4%81ja	Varadarāja the abridger; source work by his teacher Bhaṭṭoji Dīkṣita (listed as source-author, not a conflation).
SA_GR14_sadhdipu	Sādhanādīpikā	Rādhākṛṣṇadāsa Gosvāmī	Rādhākṛṣṇadāsa Gosvāmī	disputed	False	gretil-header	Genuine attribution dispute: GRETIL colophon and most scholarship support Rādhākṛṣṇadāsa Gosvāmī; some Vraja editions ascribe it to Nārāyaṇa Bhaṭṭa. Not a multi-author conflation, but rival single-author ascriptions.
SA_MB_Tararahasyavrtti2HK	tārārahasyavṛtti 2	Brahmānanda (Brahmānandagiri)	Brahmānandagiri	traditional	False	secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt; web:https://shivashakti.com/tararas; secondary:cleaned_Sanderson_The Śaiva Age.txt	Brahmānandagiri biographically obscure (hence traditional, not secure). Same-title homonym Tārārahasyavṛtti by Gauḍīya Śaṅkara (1630) is a different work; keep separate.
SA_GK19_jagsudhu	Sudhālaharī	Jagannātha Paṇḍitarāja	Jagannātha Paṇḍitarāja	secure	False	gretil-header	Colophon explicitly names Paṇḍitarāja Jagannātha as composer; matches current attribution.
SA_GK19_nkalivpu	Kaliviḍambana	Nīlakaṇṭha Dīkṣita	Nīlakaṇṭha Dīkṣita	secure	False	gretil-header; secondary:cleaned_Bendall_Catalogue ... British museum.txt; secondary:cleaned_skt-en-mono.txt	Author = Nīlakaṇṭha Dīkṣita (17th c.); colophon and catalogues agree.
SA_GSP28_jsbh3-2u	Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 2	Khaṇḍadeva	Khaṇḍadeva (Bhāṭṭadīpikā, on Jaimini's Mīmāṃsāsūtra; with Śambhubhaṭṭa's Prabhāvalī)	conflated	True	gretil-header; secondary:cleaned_D. R. Bhandarkar Volume_Bimala Churn Law, ed., 1940.txt; secondary:cleaned_Freschi and Maas_Adaptive Reuse.txt	Bhāṭṭadīpikā secure to Khaṇḍadeva, but e-text interweaves Jaimini's sūtras (root) and the Prabhāvalī sub-commentary (Śambhubhaṭṭa) — multi-author transmission.
